
1486,2011,Back to the Future Part II (1989) ,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",RobertZemeckis,MichaelJ.Fox,ChristopherLloyd,LeaThompson
1487,2012,Back to the Future Part III (1990) ,"Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is murdered.",RobertZemeckis,MichaelJ.Fox,ChristopherLloyd,MarySteenburgen
1488,2013,The Poseidon Adventure (1972) ,Nine people explore a cruise ship at sea in a manner that turns their whole lives upside down.,RonaldNeame,GeneHackman,ErnestBorgnine,ShelleyWinters
1489,2014,Freaky Friday (1976) ,A mother and daughter find their personalities switched and have to live each other's lives on one strange Friday.,GaryNelson,BarbaraHarris,JodieFoster,JohnAstin
1490,2015,The Absent Minded Professor (1961) ,A college professor invents an anti-gravity substance which a corrupt businessman wants for himself.,RobertStevenson,FredMacMurray,NancyOlson,KeenanWynn
1491,2016,The Apple Dumpling Gang Rides Again (1979) ,"The adventures of two idiotic outlaw wannabees, Amos and Theodore.",VincentMcEveety,TimConway,DonKnotts,TimMatheson
1492,2017,Babes in Toyland (1961) ,"Tom the Piper's Son is about to marry Mary Quite Contrary. On the eve of their wedding, evil miser Barnaby hires two henchmen to drown Tom and steal Mary's sheep, cared for by Little Bo ...
                    See full summary »",JackDonohue,RayBolger,TommySands,AnnetteFunicello
1493,2018,Bambi (1942) ,The story of a young deer growing up in the forest.,,HardieAlbright,StanAlexander,BobetteAudrey
1494,2019,Seven Samurai (1954) ,A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.,AkiraKurosawa,ToshirôMifune,TakashiShimura,KeikoTsushima
1495,2020,Dangerous Liaisons (1988) ,A scheming widow and her manipulative ex-lover make a bet regarding the corruption of a recently married woman.,StephenFrears,GlennClose,JohnMalkovich,MichellePfeiffer
1496,2021,Dune (1984) ,A Duke's son leads desert warriors against the galactic emperor and his father's evil nemesis when they assassinate his father and free their desert world from the emperor's rule.,DavidLynch,KyleMacLachlan,VirginiaMadsen,FrancescaAnnis
1497,2022,The Last Temptation of Christ (1988) ,"The life of Jesus Christ, his journey through life as he faces the struggles all humans do, and his final temptation on the cross.",MartinScorsese,WillemDafoe,HarveyKeitel,BarbaraHershey
1498,2023,The Godfather: Part III (1990) ,"In the midst of trying to legitimize his business dealings in New York City and Italy in 1979, aging Mafia Don Michael Corleone seeks to avow for his sins, while taking his nephew Vincent Mancini under his wing.",FrancisFordCoppola,AlPacino,DianeKeaton,AndyGarcia
1499,2024,The Rapture (1991) ,"A telephone operator living an empty, amoral life finds God and loses him again.",MichaelTolkin,MimiRogers,DavidDuchovny,DarwynCarson
1500,2025,Lolita (1997) ,A man marries his landlady so he can take advantage of her daughter.,AdrianLyne,JeremyIrons,DominiqueSwain,MelanieGriffith
1501,2026,Disturbing Behavior (1998) ,"The new kid in Cradle Bay, Washington stumbles across something sinister about the town's method of transforming its unruly teens into upstanding citizens.",DavidNutter,JamesMarsden,KatieHolmes,NickStahl
1502,2027,Mafia! (1998) ,Takeoff on the Godfather with the son of a mafia king taking over for his dying father,JimAbrahams,JayMohr,ChristinaApplegate,LloydBridges
1503,2028,Saving Private Ryan (1998) ,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",StevenSpielberg,TomHanks,MattDamon,TomSizemore
1504,2032,The Barefoot Executive (1971) ,"A young man who works in the mailroom at a TV network wants to move up the corporate ladder but finds himself stymied by his selfish boss. By chance he discovers that his neighbor's ...
                    See full summary »",RobertButler,KurtRussell,JoeFlynn,HarryMorgan
1505,2033,The Black Cauldron (1985) ,A young boy and a bunch of misfit friends embark on a quest to find a dark magic item of ultimate power before a diabolical tyrant can.,,GrantBardsley,FreddieJones,SusanSheridan
1506,2034,The Black Hole (1979) ,"A research vessel finds a missing ship, commanded by a mysterious scientist, on the edge of a black hole.",GaryNelson,MaximilianSchell,AnthonyPerkins,RobertForster
1507,2035,Blackbeard's Ghost (1968) ,"On the Carolina coast, Godolphin College's new track coach lodges at Blackbeard's Inn, run by the Daughters of the Buccaneers, who claim to be descendants of the notorious pirate, and who risk losing their hotel to the local mobster.",RobertStevenson,PeterUstinov,DeanJones,SuzannePleshette
1508,2036,Blank Check (1994) ,"A young boy inadvertently gains possession of a check for $1 million and proceeds to spend it, unaware that the gangsters to whom it belongs are in pursuit.",RupertWainwright,BrianBonsall,KarenDuffy,JamesRebhorn
1509,2037,Candleshoe (1977) ,"Welcome to Candleshoe, a stately English manor where a swashbuckling pirate hid a fortune in Spanish doubloons centuries ago. And that's what young orphan Casey and a sly con man are determined to find.",NormanTokar,JodieFoster,DavidNiven,HelenHayes
1510,2038,The Cat from Outer Space (1978) ,"Three scientists help an Alien feline, stranded on Earth, to repair its damaged spacecraft in order to return home but their efforts are hampered by inept army officials and foreign spies.",NormanTokar,KenBerry,SandyDuncan,HarryMorgan
1511,2040,The Computer Wore Tennis Shoes (1969) ,"At Medfield College, an accident with a donated computer gives Dexter Riley the ability to remember any knowledge learned instantly and perfectly.",RobertButler,KurtRussell,CesarRomero,JoeFlynn
1512,2041,Condorman (1981) ,Cartoonist Woody becomes the superhero he draws. Using his gadgets he helps a Soviet spy defect to the West.,CharlesJarrott,MichaelCrawford,OliverReed,BarbaraCarrera
1513,2042,D2: The Mighty Ducks (1994) ,Can Gordon's team win the Junior Goodwill Games in California in spite of all the set-backs?,SamWeisman,EmilioEstevez,KathrynErbe,MichaelTucker
1514,2043,Darby O'Gill and the Little People (1959) ,A wily old codger matches wits with the King of the Leprechauns and helps play matchmaker for his daughter and the strapping lad who has replaced him as caretaker.,RobertStevenson,AlbertSharpe,JanetMunro,SeanConnery
1515,2044,The Devil and Max Devlin (1981) ,"Max, a dead corrupt businessman, makes a Faustian pact with Satan's henchman to drive three people to Hell in exchange for longer life. Soon Max realizes that there still may be good in him.",StevenHilliardStern,ElliottGould,BillCosby,SusanAnspach
1516,2046,Flight of the Navigator (1986) ,"In 1978, a boy travels 8 years into the future and has an adventure with an intelligent, wisecracking alien ship.",RandalKleiser,JoeyCramer,PaulReubens,CliffDeYoung
1517,2048,The Great Mouse Detective (1986) ,"Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy maker and uncovers its link to his archenemy, Professor Ratigan.",,VincentPrice,BarrieIngham,ValBettin
1518,2050,Herbie Goes Bananas (1980) ,The adorable little VW helps its owners break up a counterfeiting ring in Mexico.,VincentMcEveety,CharlesMartinSmith,StephenW.Burns,ClorisLeachman
1519,2051,Herbie Goes to Monte Carlo (1977) ,"Herbie, the Volkswagen Beetle with a mind of its own, is racing in the Monte Carlo Rally. Unbeknownst to Herbie's driver, thieves have hidden a cache of stolen diamonds in Herbie's gas tank, and are now trying to get them back.",VincentMcEveety,DeanJones,DonKnotts,JulieSommars
1520,2052,Hocus Pocus (1993) ,"A curious youngster moves to Salem, where he struggles to fit in before awakening a trio of diabolical witches that were executed in the 17th century.",KennyOrtega,BetteMidler,SarahJessicaParker,KathyNajimy
1521,2053,"Honey, I Blew Up the Kid (1992) ","The Szalinski family is back, this time hilarious disaster strikes when an experiment causes their new toddler son to grow many stories tall.",RandalKleiser,RickMoranis,MarciaStrassman,RobertOliveri
1522,2054,"Honey, I Shrunk the Kids (1989) ",The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.,JoeJohnston,RickMoranis,MattFrewer,MarciaStrassman
1523,2055,Hot Lead and Cold Feet (1978) ,This saga of the old west involves twin brothers who compete for possession of a rickety cow town founded by their father while a crooked Mayor tries to put an end to the competitors so he can inherit the town himself.,RobertButler,JimDale,DarrenMcGavin,KarenValentine
1524,2056,In Search of the Castaways (1962) ,"In 19th century England, young Mary Grant and her brother, Robert, embark on a dangerous quest to find their missing father, a sea captain who vanished somewhere along the Chilean coast.",RobertStevenson,HayleyMills,MauriceChevalier,GeorgeSanders
1525,2057,The Incredible Journey (1963) ,"The story of three pets, a cat and two dogs, who lose their owners when they are all on vacation. Can they find their way home?",FletcherMarkle,ÉmileGenest,JohnDrainie,TommyTweed
1526,2058,The Negotiator (1998) ,"In a desperate attempt to prove his innocence, a skilled police negotiator accused of corruption and murder takes hostages in a government office to gain the time he needs to find the truth.",F.GaryGray,SamuelL.Jackson,KevinSpacey,DavidMorse
1527,2059,The Parent Trap (1998) ,"Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, later discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.",NancyMeyers,LindsayLohan,DennisQuaid,NatashaRichardson
1528,2060,BASEketball (1998) ,"Two childhood friends are pro athletes of a national sport called BASEketball, a hybrid of baseball and basketball, and must deal with a greedy businessman scheming against their team.",DavidZucker,TreyParker,MattStone,DianBachar
1529,2064,Roger & Me (1989) ,"Director Michael Moore pursues GM CEO Roger B. Smith to confront him about the harm he did to Flint, Michigan with his massive downsizing.",MichaelMoore,MichaelMoore,RogerB.Smith,RhondaBritton
1530,2065,The Purple Rose of Cairo (1985) ,"In New Jersey in 1935, a movie character walks off the screen and into the real world.",WoodyAllen,MiaFarrow,JeffDaniels,DannyAiello
1531,2066,Out of the Past (1947) ,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses and duplicitous dames.",JacquesTourneur,RobertMitchum,JaneGreer,KirkDouglas
1532,2067,Doctor Zhivago (1965) ,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",DavidLean,OmarSharif,JulieChristie,GeraldineChaplin
1533,2068,Fanny and Alexander (1982) ,"Two young Swedish children experience the many comedies and tragedies of their family, the Ekdahls.",IngmarBergman,BertilGuve,PernillaAllwin,KristinaAdolphson
1534,2069,The Trip to Bountiful (1985) ,"In 1940s Texas, an elderly woman is determined to visit her childhood home for one last time.",PeterMasterson,GeraldinePage,JohnHeard,CarlinGlynn
1535,2070,Tender Mercies (1983) ,"A broken-down, middle-aged country singer gets a new wife, reaches out to his long-lost daughter, and tries to put his troubled life back together.",BruceBeresford,RobertDuvall,TessHarper,BettyBuckley
1536,2071,And the Band Played On (1993) ,"The story of the discovery of the AIDS epidemic, and the political infighting of the scientific community hampering the early fight with it.",RogerSpottiswoode,MatthewModine,AlanAlda,PatrickBauchau
1537,2072,The 'Burbs (1989) ,An overstressed suburbanite and his neighbors are convinced that the new family on the block are part of a murderous Satanic cult.,JoeDante,TomHanks,BruceDern,CarrieFisher
1538,2073,Fandango (1985) ,"Five college buddies from the University of Texas circa 1971 embark on a final road trip odyssey across the Mexican border before facing up to uncertain futures, in Vietnam and otherwise.",KevinReynolds,KevinCostner,JuddNelson,SamRobards
1539,2074,The Night Porter (1974) ,"After a chance meeting at a hotel in 1957, Holocaust survivor Lucia and Nazi officer Max, who tortured her, resume their sadomasochistic relationship.",LilianaCavani,DirkBogarde,CharlotteRampling,PhilippeLeroy
1540,2075,Mephisto (1981) ,"In early-1930s Germany, a passionate stage actor finds himself before a dilemma: renounce his apolitical stance and comply with the Reich's doctrine, or face oblivion. But, Faustian bargains never end well. What is the price of success?",IstvánSzabó,KlausMariaBrandauer,KrystynaJanda,IldikóBánsági
1541,2076,Blue Velvet (1986) ,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",DavidLynch,IsabellaRossellini,KyleMacLachlan,DennisHopper
1542,2077,The Journey of Natty Gann (1985) ,"In the 1930s, a tomboy runs away from her guardian to join her single father who is 2,000 miles away, where he has found work.",JeremyKagan,MeredithSalenger,JohnCusack,RayWise
1543,2078,The Jungle Book (1967) ,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,,PhilHarris,SebastianCabot,LouisPrima
1544,2080,Lady and the Tramp (1955) ,The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.,,BarbaraLuddy,LarryRoberts,PeggyLee
1545,2081,The Little Mermaid (1989) ,A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,,JodiBenson,SamuelE.Wright,ReneAuberjonois
1546,2082,The Mighty Ducks (1992) ,A self-centered Minnesota lawyer is sentenced to community service coaching a rag tag youth hockey team.,StephenHerek,EmilioEstevez,JossAckland,LaneSmith
1547,2083,The Muppet Christmas Carol (1992) ,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,BrianHenson,MichaelCaine,DaveGoelz,TheGreatGonzo
1548,2084,Newsies (1992) ,A musical based on the New York City newsboy strike of 1899. When young newspaper sellers are exploited beyond reason by their bosses they set out to enact change and are met by the ruthlessness of big business.,KennyOrtega,ChristianBale,BillPullman,RobertDuvall
1549,2085,One Hundred and One Dalmatians (1961) ,"When a litter of Dalmatian puppies are abducted by the minions of Cruella de Vil, the parents must find them before she uses them for a diabolical fashion statement.",,RodTaylor,BettyLouGerson,J.PatO'Malley
1550,2087,Peter Pan (1953) ,"Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan.",,BobbyDriscoll,KathrynBeaumont,HansConried
1551,2088,Popeye (1980) ,The adventures of the famous sailor man and his friends in the seaside town of Sweethaven.,RobertAltman,RobinWilliams,ShelleyDuvall,RayWalston
1552,2089,The Rescuers Down Under (1990) ,"The R.A.S. agents, Miss Bianca and Bernard, race to Australia to save a little boy and a rare golden eagle from a murderous poacher.",,BobNewhart,EvaGabor,JohnCandy
1553,2090,The Rescuers (1977) ,Two mice of the Rescue Aid Society search for a little girl kidnapped by unscrupulous treasure hunters.,,BobNewhart,EvaGabor,GeraldinePage
1554,2091,Return from Witch Mountain (1978) ,"Tia and Tony visit Los Angeles, but he's quickly kidnapped by an evil scientist, leaving her to desperately search for him.",JohnHough,BetteDavis,ChristopherLee,KimRichards
1555,2092,The Return of Jafar (1994) ,"Jafar comes for revenge on Aladdin, using a foolish thief and Iago's treachery to find a way back into power.",,JonathanFreeman,ScottWeinger,DanCastellaneta
1556,2093,Return to Oz (1985) ,"Dorothy, saved from a psychiatric experiment by a mysterious girl, is somehow called back to Oz when a vain witch and the Nome King destroy everything that makes the magical land beautiful.",WalterMurch,FairuzaBalk,NicolWilliamson,JeanMarsh
1557,2094,The Rocketeer (1991) ,A young pilot stumbles onto a prototype jetpack that allows him to become a high-flying masked hero.,JoeJohnston,BillyCampbell,JenniferConnelly,AlanArkin
1558,2095,The Shaggy D.A. (1976) ,A lawyer makes an interesting discovery that could affect his chances of getting elected to office.,RobertStevenson,DeanJones,SuzannePleshette,TimConway
1559,2096,Sleeping Beauty (1959) ,"After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break, along with the help of three good fairies.",,MaryCosta,BillShirley,EleanorAudley
1560,2097,Something Wicked This Way Comes (1983) ,"In a small American town, a diabolical circus and its demonic proprietor prey on the townsfolk.",JackClayton,JasonRobards,JonathanPryce,DianeLadd
1561,2098,Son of Flubber (1963) ,"When Professor Brainard experiments further on Flubber derivatives, he gets in trouble and only his students can help.",RobertStevenson,FredMacMurray,NancyOlson,KeenanWynn
1562,2099,Song of the South (1946) ,"The kindly story-teller Uncle Remus tells a young boy stories about trickster Br'er Rabbit, who outwits Br'er Fox and slow-witted Br'er Bear.",,RuthWarrick,BobbyDriscoll,JamesBaskett
1563,2100,Splash (1984) ,"A young man is reunited with a mermaid who saved him from drowning as a boy. He falls in love with her, not knowing who or what she is.",RonHoward,TomHanks,DarylHannah,EugeneLevy
1564,2102,Steamboat Willie (1928) ,"Mickey Mouse, piloting a steamboat, delights his passenger, Minnie, by making musical instruments out of the menagerie on deck.",,,,
1565,2103,Tall Tale (1995) ,"A young boy's imagination summons cowboy legend Pecos Bill, who helps him save the family farm from a greedy land-grabber. With the help of a lumberjack and a railroad worker, they all embark on a surprise-filled adventure.",JeremiahS.Chechik,PatrickSwayze,OliverPlatt,RogerAaronBrown
1566,2104,Tex (1982) ,"After their mother dies and their father leaves them, teenage brothers Tex and Mason McCormick struggle to make it on their own.",TimHunter,MattDillon,JimMetzler,MegTilly
1567,2105,TRON (1982) ,A computer hacker is abducted into the digital world and forced to participate in gladiatorial games where his only chance of escape is with the help of a heroic security program.,StevenLisberger,JeffBridges,BruceBoxleitner,DavidWarner
1568,2106,Swing Kids (1993) ,"A close-knit group of young kids in Nazi Germany listen to banned swing music from the U.S. Soon, dancing and fun lead to more difficult choices, as the Nazis begin tightening their grip on...
                    See full summary »",ThomasCarter,RobertSeanLeonard,ChristianBale,FrankWhaley
1569,2107,Halloween H20: 20 Years Later (1998) ,"Laurie Strode, now the dean of a Northern California private school with an assumed name, must battle the Shape one last time, as the life of her own son hangs in the balance.",SteveMiner,JamieLeeCurtis,JoshHartnett,AdamArkin
1570,2108,L.A. Story (1991) ,"With the help of a talking freeway billboard, a wacky weatherman tries to win the heart of an English newspaper reporter, who is struggling to make sense of the strange world of early 1990s Los Angeles.",MickJackson,SteveMartin,VictoriaTennant,RichardE.Grant
1571,2109,The Jerk (1979) ,"A simpleminded, sheltered country boy suddenly decides to leave his family home to experience life in the big city, where his naivete is both his best friend and his worst enemy.",CarlReiner,SteveMartin,BernadettePeters,CatlinAdams
1572,2110,Dead Men Don't Wear Plaid (1982) ,Film noir parody with a detective uncovering a sinister plot. Characters from real noirs appear as scenes from various films are intercut.,CarlReiner,SteveMartin,RachelWard,AlanLadd
1573,2111,The Man with Two Brains (1983) ,"A brain surgeon marries a femme fatale, causing his life to turn upside down. Things go more awry when he falls in love with a talking brain.",CarlReiner,SteveMartin,KathleenTurner,DavidWarner
1574,2112,Grand Canyon (1991) ,The fates of several people are intertwining randomly. Their sympathy of each other faces multiple differences in their lifestyles.,LawrenceKasdan,DannyGlover,KevinKline,SteveMartin
1575,2114,The Outsiders (1983) ,"The rivalry between two gangs, the poor Greasers and the rich Socs, only heats up when one gang member kills a member of the other.",FrancisFordCoppola,C.ThomasHowell,MattDillon,RalphMacchio
1576,2115,Indiana Jones and the Temple of Doom (1984) ,"In 1935, Indiana Jones arrives in India, still part of the British Empire, and is asked to find a mystical stone. He then stumbles upon a secret cult committing enslavement and human sacrifices in the catacombs of an ancient palace.",StevenSpielberg,HarrisonFord,KateCapshaw,KeHuyQuan
1577,2116,The Lord of the Rings (1978) ,The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.,RalphBakshi,ChristopherGuard,WilliamSquire,MichaelScholes
1578,2117,1984 (1984) ,"In a totalitarian future society, a man, whose daily work is re-writing history, tries to rebel by falling in love.",MichaelRadford,JohnHurt,RichardBurton,SuzannaHamilton
1579,2118,The Dead Zone (1983) ,A man awakens from a coma to discover he has a psychic ability.,DavidCronenberg,ChristopherWalken,BrookeAdams,TomSkerritt
1580,2119,Maximum Overdrive (1986) ,A group of people try to survive when machines start to come alive and become homicidal.,StephenKing,EmilioEstevez,PatHingle,LauraHarrington
1581,2120,Needful Things (1993) ,"A mysterious new shop opens in a small town which always seems to stock the deepest desires of each shopper, with a price far heavier than expected.",FraserC.Heston,MaxvonSydow,EdHarris,BonnieBedelia
1582,2121,Cujo (1983) ,"Cujo, a friendly St. Bernard, contracts rabies and conducts a reign of terror on a small American town.",LewisTeague,DeeWallace,DanielHughKelly,DannyPintauro
1583,2122,Children of the Corn (1984) ,A young couple is trapped in a remote town where a dangerous religious cult of children believes that everyone over age 18 must be killed.,FritzKiersch,PeterHorton,LindaHamilton,R.G.Armstrong
1584,2123,All Dogs Go to Heaven (1989) ,"A canine angel, Charlie, sneaks back to earth from heaven but ends up befriending an orphan girl who can speak to animals. In the process, Charlie learns that friendship is the most heavenly gift of all.",,DomDeLuise,BurtReynolds,JudithBarsi
1585,2124,The Addams Family (1991) ,Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.,BarrySonnenfeld,AnjelicaHuston,RaulJulia,ChristopherLloyd
1586,2125,Ever After: A Cinderella Story (1998) ,"The Brothers Grimm arrive at the home of a wealthy Grande Dame who speaks of the many legends surrounding the fable of the cinder girl before telling the ""true"" story of her ancestor.",AndyTennant,DrewBarrymore,AnjelicaHuston,DougrayScott
1587,2126,Snake Eyes (1998) ,A shady police detective finds himself in the middle of a murder conspiracy at an important boxing match in an Atlantic City casino.,BrianDePalma,NicolasCage,GarySinise,JohnHeard
1588,2130,Atlantic City (1980) ,"In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger.",LouisMalle,BurtLancaster,SusanSarandon,KateReid
1589,2131,Autumn Sonata (1978) ,"A married daughter who longs for her mother's love is visited by the latter, a successful concert pianist.",IngmarBergman,IngridBergman,LivUllmann,LenaNyman
1590,2132,Who's Afraid of Virginia Woolf? (1966) ,"A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night.",MikeNichols,ElizabethTaylor,RichardBurton,GeorgeSegal
1591,2133,Adventures in Babysitting (1987) ,A babysitter must battle her way through the big city after being stranded there with the kids she's looking after.,ChrisColumbus,ElisabethShue,MaiaBrewton,KeithCoogan
1592,2134,Weird Science (1985) ,"Two high school nerds use a computer program to literally create the perfect woman, but she turns their lives upside down.",JohnHughes,AnthonyMichaelHall,IlanMitchell-Smith,KellyLeBrock
1593,2135,Doctor Dolittle (1967) ,"After the animal communicating veterinarian goes too far for his clientele, he and his friends escape their hometown to the sea in search of the Great Pink Sea Snail.",RichardFleischer,RexHarrison,SamanthaEggar,AnthonyNewley
1594,2136,The Nutty Professor (1963) ,"To improve his social life, a nerdish professor drinks a potion that temporarily turns him into the handsome, but obnoxious, Buddy Love.",JerryLewis,JerryLewis,StellaStevens,DelMoore
1595,2137,Charlotte's Web (1973) ,A gentle and wise grey spider with a flair for promotion pledges to save a young pig from slaughter for dinner food.,,DebbieReynolds,HenryGibson,PaulLynde
1596,2138,Watership Down (1978) ,A group of rabbits flee their doomed warren and face many dangers to find and protect their new home.,,JohnHurt,RichardBriers,RalphRichardson
1597,2139,The Secret of NIMH (1982) ,"To save her ill son, a field mouse must seek the aid of a colony of rats, with whom she has a deeper link than she ever suspected.",DonBluth,ElizabethHartman,DerekJacobi,DomDeLuise
1598,2140,The Dark Crystal (1982) ,"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal, and so restore order to his world.",,JimHenson,KathrynMullen,FrankOz
1599,2141,An American Tail (1986) ,"While emigrating to the United States, a young Russian mouse gets separated from his family and must relocate them while trying to survive in a new country.",DonBluth,DomDeLuise,ChristopherPlummer,EricaYohn
1600,2142,An American Tail: Fievel Goes West (1991) ,"A family of Emigre mice decide to move out to the West, unaware that they are falling into a trap perpetrated by a smooth-talking cat.",,JamesStewart,JohnCleese,AmyIrving
1601,2143,Legend (1985) ,A young man must stop the Lord of Darkness from destroying daylight and marrying the woman he loves.,RidleyScott,TomCruise,MiaSara,TimCurry
1602,2144,Sixteen Candles (1984) ,"A girl's ""sweet"" sixteenth birthday becomes anything but special, as she suffers from every embarrassment possible.",JohnHughes,MollyRingwald,AnthonyMichaelHall,JustinHenry
1603,2145,Pretty in Pink (1986) ,A poor girl must choose between the affections of dating her childhood sweetheart or a rich but sensitive playboy.,HowardDeutch,MollyRingwald,JonCryer,HarryDeanStanton
1604,2146,St. Elmo's Fire (1985) ,"A group of friends, just out of college, struggle with adulthood.",JoelSchumacher,DemiMoore,RobLowe,AndrewMcCarthy
1605,2147,The Clan of the Cave Bear (1986) ,A young Cro-Magnon woman is raised by Neanderthals.,MichaelChapman,DarylHannah,PamelaReed,JamesRemar
1606,2148,House (1985) ,A troubled writer moves into a haunted house after inheriting it from his aunt.,SteveMiner,WilliamKatt,KayLenz,GeorgeWendt
1607,2149,House II: The Second Story (1987) ,The new owner of a sinister house gets involved with reanimated corpses and demons searching for an ancient Aztec skull with magic powers.,EthanWiley,AryeGross,JonathanStark,RoyalDano
1608,2150,The Gods Must Be Crazy (1980) ,"A comic allegory about a traveling Bushman who encounters modern civilization and its stranger aspects, including a clumsy scientist and a band of revolutionaries.",JamieUys,N!xau,MariusWeyers,SandraPrinsloo
1609,2151,The Gods Must Be Crazy II (1989) ,"6 people comically meet in the Kalahari desert: a female NYC lawyer flying with a local zoologist/pilot in a mini-plane, a Cuban and an African soldier taking each other POW, a Boer elephant poacher and a bushman looking for his 2 children.",JamieUys,N!xau,LenaFarugia,HansStrydom
1610,2152,Air Bud: Golden Receiver (1998) ,Story of a golden retriever who can play football.,RichardMartin,KevinZegers,CynthiaStevenson,TimConway
1611,2153,The Avengers (1998) ,Two British Agents team up to stop Sir August de Wynter from destroying the world with a weather-changing machine.,JeremiahS.Chechik,RalphFiennes,UmaThurman,SeanConnery
1612,2154,How Stella Got Her Groove Back (1998) ,"Stella is a highly successful, forty-something San Francisco stock broker who is persuaded by her colorful New York girlfriend Delilah to take a well deserved, first-class vacation to Jamaica.",KevinRodneySullivan,AngelaBassett,TayeDiggs,WhoopiGoldberg
1613,2155,Slums of Beverly Hills (1998) ,"In 1976, a lower-middle-class teenager struggles to cope living with her neurotic family of nomads on the outskirts of Beverly Hills.",TamaraJenkins,NatashaLyonne,AlanArkin,BrynaWeiss
1614,2156,The Best Man (1997) ,"Incredibly, the bride at the altar falls in love with the best man on first sight, and even though he makes efforts to avoid her infatuation with him, she is determined to annul her ...
                    See full summary »",PupiAvati,DiegoAbatantuono,InésSastre,DarioCantarelli
1615,2159,Henry: Portrait of a Serial Killer (1986) ,"Henry, a drifter, commits a series of brutal murders, supposedly operating with impunity.",JohnMcNaughton,MichaelRooker,TracyArnold,TomTowles
1616,2160,Rosemary's Baby (1968) ,A young couple trying for a baby move into a fancy apartment surrounded by peculiar neighbors.,RomanPolanski,MiaFarrow,JohnCassavetes,RuthGordon
1617,2161,The NeverEnding Story (1984) ,A troubled boy dives into a wondrous fantasy world through the pages of a mysterious book.,WolfgangPetersen,NoahHathaway,BarretOliver,TamiStronach
1618,2162,The NeverEnding Story II: The Next Chapter (1990) ,A young boy with a distant father enters a world of make-believe and magic through a portal within an antique book.,GeorgeMiller,JonathanBrandis,KennyMorrison,ClarissaBurt
1619,2163,Attack of the Killer Tomatoes! (1978) ,A group of scientists band together to save the world from mutated killer tomatoes.,JohnDeBello,DavidMiller,GeorgeWilson,SharonTaylor
1620,2164,Surf Nazis Must Die (1987) ,"When the son of a gun-wielding woman is murdered by neo-Nazi surf punks in the post-apocalyptic future, his Mama hunts them down for some bloodthirsty revenge.",PeterGeorge,GailNeely,RobertHarden,BarryBrenner
1621,2165,Your Friends & Neighbors (1998) ,Unhappy couples fall apart and hop into other beds with other people.,NeilLaBute,AmyBrenneman,AaronEckhart,BenStiller
1622,2166,Return to Paradise (1998) ,Two friends must choose whether to help a third friend who was arrested in Malaysia for drug possession.,JosephRuben,VinceVaughn,AnneHeche,JoaquinPhoenix
1623,2167,Blade (1998) ,"A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires.",StephenNorrington,WesleySnipes,StephenDorff,KrisKristofferson
1624,2169,Dead Man on Campus (1998) ,"Two college roommates go out and party, resulting in bad grades. They learn of the clause that says, ""If your roommate dies, you get an A,"" and decide to find someone who is on the verge, so to speak, to move in with them.",AlanCohn,TomEverettScott,Mark-PaulGosselaar,PoppyMontgomery
1625,2170,Wrongfully Accused (1998) ,"Ryan Harrison is framed for murder and must prove himself innocent by finding a mysterious one-eyed, one-armed, one-legged man after escaping from a bus accident on the way to jail.",PatProft,LeslieNielsen,RichardCrenna,KellyLeBrock
